
******2019/12/4 16:43:51******
temp:100
0.428827 m/s

1.134615 r/s
0.463385 m/s

0.973077 r/s
0.397411 m/s

1.026923 r/s
0.419403 m/s

1.076923 r/s
0.439823 m/s

0.988462 r/s
0.403695 m/s

1.042308 r/s
0.425686 m/s

1.111538 r/s
0.453960 m/s

0.996154 r/s
0.406836 m/s

1.107692 r/s
0.452389 m/s

1.092308 r/s
0.446106 m/s

1.057692 r/s
0.431969 m/s

1.088462 r/s
0.444535 m/s

1.053846 r/s
0.430398 m/s

1.138462 r/s
0.464956 m/s

0.969231 r/s
0.395841 m/s

1.023077 r/s
0.417832 m/s

1.069231 r/s
0.436681 m/s

0.976923 r/s
0.398982 m/s

1.026923 r/s
0.419403 m/s

1.107692 r/s
0.452389 m/s

